Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,Jan-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,Feb-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,Mar-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,May-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,be 161 Nigerian Airforce Hospital Makurdi,Jun-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Oct-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Nov-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Dec-23,5,5,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Jan-24,5,5,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Feb-24,5,5,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Mar-24,10,10,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Apr-24,12,12,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,May-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,cr Nigerian Navy Reference Hospital Calabar,Jul-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Jan-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Feb-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Mar-24,10,10,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Apr-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,de Nigerian Navy Hospital Warri,Jul-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,en 82 Division Medical Services and Hospital Enugu,Dec-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,en 82 Division Medical Services and Hospital Enugu,Jul-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Nov-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Dec-23,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Feb-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc 063 Nigerian Airforce Hospital Abuja,Jul-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc Defence Headquarters Medical Center Abuja,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc Defence Headquarters Medical Center Abuja,Apr-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc Defence Headquarters Medical Center Abuja,Jun-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Nov-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Dec-23,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Feb-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Apr-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,May-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,im 34 Brigade Medical Centre Owerri,Jul-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Nov-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Dec-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Feb-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Mar-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Apr-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,May-24,6,6,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 44 Nigerian Army Reference Hospital Kaduna,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 461 Nigerian Airforce Hospital Kaduna,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,kd 461 Nigerian Airforce Hospital Kaduna,Mar-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 661 Nigerian Airforce Hospital Ikeja,Feb-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 661 Nigerian Airforce Hospital Ikeja,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 661 Nigerian Airforce Hospital Ikeja,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,Oct-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,Jan-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,Mar-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,Apr-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,May-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la 68 Nigerian Army Reference Hospital Yaba,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Military Hospital Lagos,Mar-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Military Hospital Lagos,May-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Military Hospital Lagos,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Military Hospital Lagos,Jul-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Nigerian Navy Reference Hospital Ojo,Nov-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Nigerian Navy Reference Hospital Ojo,Dec-23,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Nigerian Navy Reference Hospital Ojo,Jan-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Nigerian Navy Reference Hospital Ojo,Mar-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Nigerian Navy Reference Hospital Ojo,Jun-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,la Obisessan Naval Medical Center Lagos,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,oy 2 Division Medical Services and Hospital Ibadan,Nov-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,oy 2 Division Medical Services and Hospital Ibadan,Mar-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,oy 2 Division Medical Services and Hospital Ibadan,Apr-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,oy 2 Division Medical Services and Hospital Ibadan,May-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,pl 3 Division Medical Services and Hospital Jos,Jan-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,pl 3 Division Medical Services and Hospital Jos,Feb-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,pl 3 Division Medical Services and Hospital Jos,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,pl 563 Nigerian Airforce Hospital Jos,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Community Health and Research Center Port Harcourt,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Community Health and Research Center Port Harcourt,Feb-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Community Health and Research Center Port Harcourt,Jun-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Community Health and Research Center Port Harcourt,Jul-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Oct-23,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Nov-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Dec-23,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Feb-24,4,4,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Mar-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,May-24,6,6,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Military Hospital Portharcourt,Jun-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Borokiri,Nov-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Dec-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Feb-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Mar-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Apr-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Naval Medical Centre Onne,Jul-24,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Nigerian Airforce Reference Hospital Port Harcourt,Oct-23,1,1,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Nigerian Airforce Reference Hospital Port Harcourt,Feb-24,2,2,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Nigerian Airforce Reference Hospital Port Harcourt,Jun-24,3,3,1,1,1,1
TX_TB: Number of ART patients who were started on TB treatment,ri Nigerian Airforce Reference Hospital Port Harcourt,Jul-24,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ad 23 Brigade Medical Centre Yola,Nov-23,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ad 23 Brigade Medical Centre Yola,Dec-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak 6 Battalion Medical Reception Station Abak,Mar-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak 6 Battalion Medical Reception Station Abak,May-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak 6 Battalion Medical Reception Station Abak,Jun-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Nov-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Mar-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Apr-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May-24,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Oct-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Nov-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Dec-23,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Oct-23,15,15,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Nov-23,12,12,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Dec-23,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Jan-24,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Feb-24,17,17,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Mar-24,12,12,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Apr-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,May-24,8,8,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Jun-24,9,9,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,an 302 Artillery Regiment Medical Reception Station Onitsha,Jul-24,10,10,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Oct-23,4,4,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Nov-23,9,9,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Dec-23,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Jan-24,4,4,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Feb-24,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Mar-24,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Apr-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,May-24,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Jun-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba 33 Brigade Medical Center Shadawanka,Jul-24,10,10,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Nov-23,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Dec-23,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Feb-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Mar-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Jun-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Jul-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Dec-23,32,32,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Jan-24,56,56,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Feb-24,39,39,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Mar-24,10,10,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Apr-24,58,58,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,May-24,27,27,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Jun-24,20,20,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,be 161 Nigerian Airforce Hospital Makurdi,Jul-24,63,63,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Oct-23,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Nov-23,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Dec-23,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Jan-24,22,22,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Feb-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Apr-24,9,9,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,May-24,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,cr Nigerian Navy Reference Hospital Calabar,Jul-24,13,13,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,Nov-23,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,Mar-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,Apr-24,11,11,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,May-24,8,8,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,Jun-24,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,de Nigerian Navy Hospital Warri,Jul-24,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Oct-23,22,22,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Nov-23,11,11,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Dec-23,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Jan-24,9,9,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Feb-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Mar-24,8,8,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Apr-24,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,May-24,15,15,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Jun-24,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,en 82 Division Medical Services and Hospital Enugu,Jul-24,22,22,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Nov-23,2,2,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Dec-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Jan-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Feb-24,7,7,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Mar-24,5,5,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Apr-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,May-24,6,6,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Jun-24,10,10,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc 063 Nigerian Airforce Hospital Abuja,Jul-24,10,10,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Oct-23,32,32,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Nov-23,33,33,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Jan-24,36,36,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Feb-24,31,31,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Mar-24,28,28,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Apr-24,85,85,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,May-24,57,57,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Jun-24,42,42,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Defence Headquarters Medical Center Abuja,Jul-24,111,111,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Nov-23,4,4,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jan-24,1,1,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Mar-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jul-24,3,3,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Oct-23,11,11,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Nov-23,25,25,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Dec-23,17,17,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Jan-24,22,22,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Feb-24,17,17,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,May-24,9,9,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Jun-24,20,20,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,im 34 Brigade Medical Centre Owerri,Jul-24,29,29,1,1,1,1
CXCA_SCRN: Number of HIV-positive women on ART screened for cervical cancer,kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,12,12,1,1,1,1
