Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la 68 Nigerian Army Reference Hospital Yaba,March 2024,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la 68 Nigerian Army Reference Hospital Yaba,April 2024,4.0,4.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la 68 Nigerian Army Reference Hospital Yaba,May 2024,6.0,6.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la 68 Nigerian Army Reference Hospital Yaba,June 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Military Hospital Lagos,November 2023,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Military Hospital Lagos,March 2024,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Military Hospital Lagos,May 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,November 2023,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,December 2023,4.0,4.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,January 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,March 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,April 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Nigerian Navy Reference Hospital Ojo,June 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,la Obisessan Naval Medical Center Lagos,April 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,oy 2 Division Medical Services and Hospital Ibadan,March 2024,4.0,4.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,oy 2 Division Medical Services and Hospital Ibadan,April 2024,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,oy 2 Division Medical Services and Hospital Ibadan,May 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,pl 3 Division Medical Services and Hospital Jos,January 2024,6.0,6.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,pl 3 Division Medical Services and Hospital Jos,February 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,pl 3 Division Medical Services and Hospital Jos,April 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,pl 563 Nigerian Airforce Hospital Jos,March 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,October 2023,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,November 2023,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,December 2023,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,February 2024,4.0,4.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,March 2024,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,April 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,May 2024,6.0,6.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Military Hospital Portharcourt,June 2024,3.0,3.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Borokiri,November 2023,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Onne,October 2023,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Onne,December 2023,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Onne,February 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Onne,March 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Naval Medical Centre Onne,April 2024,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Nigerian Airforce Reference Hospital Port Harcourt,October 2023,1.0,1.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Nigerian Airforce Reference Hospital Port Harcourt,February 2024,2.0,2.0,1.0,1.0,1,1
TB_ART: Number of TB cases with documented HIV-positive status who start or continue ART,ri Nigerian Airforce Reference Hospital Port Harcourt,June 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ad 23 Brigade Medical Centre Yola,October 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ad 23 Brigade Medical Centre Yola,November 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ad 23 Brigade Medical Centre Yola,February 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ad 23 Brigade Medical Centre Yola,April 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,October 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,November 2023,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,February 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,March 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,May 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak 6 Battalion Medical Reception Station Abak,June 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,November 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,February 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,April 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,January 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,November 2023,8.0,8.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,January 2024,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,February 2024,8.0,8.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,March 2024,16.0,16.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,April 2024,39.0,39.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,May 2024,36.0,36.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,an 302 Artillery Regiment Medical Reception Station Onitsha,June 2024,22.0,22.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,October 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,November 2023,8.0,8.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,December 2023,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,February 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,March 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,April 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,May 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,be 161 Nigerian Airforce Hospital Makurdi,June 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,November 2023,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,December 2023,15.0,15.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,January 2024,15.0,15.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,February 2024,15.0,15.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,March 2024,66.0,66.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,April 2024,22.0,22.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,May 2024,39.0,39.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,bo 7 Division Medical Services and Hospital Maiduguri,June 2024,22.0,22.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,October 2023,7.0,7.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,November 2023,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,December 2023,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,January 2024,8.0,8.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,February 2024,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,March 2024,14.0,14.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,April 2024,13.0,13.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,May 2024,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,cr Nigerian Navy Reference Hospital Calabar,June 2024,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,October 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,February 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,March 2024,12.0,12.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,April 2024,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,de Nigerian Navy Hospital Warri,June 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,October 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,November 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,January 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,February 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,April 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,May 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,en 82 Division Medical Services and Hospital Enugu,June 2024,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,October 2023,13.0,13.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,November 2023,31.0,31.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,January 2024,14.0,14.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,February 2024,20.0,20.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,March 2024,13.0,13.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,April 2024,28.0,28.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,May 2024,18.0,18.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc 063 Nigerian Airforce Hospital Abuja,June 2024,11.0,11.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Defence Headquarters Medical Center Abuja,October 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Defence Headquarters Medical Center Abuja,February 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Defence Headquarters Medical Center Abuja,March 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Defence Headquarters Medical Center Abuja,April 2024,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Defence Headquarters Medical Center Abuja,June 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Guards Brigade Medical Center Mambilla Barracks Abuja,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Guards Brigade Medical Center Mambilla Barracks Abuja,April 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,fc Guards Brigade Medical Center Mambilla Barracks Abuja,June 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,October 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,November 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,December 2023,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,February 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,March 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,April 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,May 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,im 34 Brigade Medical Centre Owerri,June 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,October 2023,13.0,13.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,November 2023,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,December 2023,13.0,13.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,January 2024,12.0,12.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,February 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,March 2024,5.0,5.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,April 2024,8.0,8.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,May 2024,17.0,17.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 44 Nigerian Army Reference Hospital Kaduna,June 2024,10.0,10.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 461 Nigerian Airforce Hospital Kaduna,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kn Armed Forces Specialist Hospital Kano,January 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,kn Armed Forces Specialist Hospital Kano,March 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,October 2023,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,November 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,December 2023,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,January 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,February 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,March 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,April 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 661 Nigerian Airforce Hospital Ikeja,June 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,October 2023,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,November 2023,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,December 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,January 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,March 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,April 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,May 2024,9.0,9.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la 68 Nigerian Army Reference Hospital Yaba,June 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Military Hospital Lagos,November 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Military Hospital Lagos,March 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Military Hospital Lagos,May 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Military Hospital Lagos,June 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,October 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,November 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,December 2023,6.0,6.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,January 2024,7.0,7.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,February 2024,1.0,1.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,March 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,April 2024,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Nigerian Navy Reference Hospital Ojo,June 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Obisessan Naval Medical Center Lagos,March 2024,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,la Obisessan Naval Medical Center Lagos,April 2024,4.0,4.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,oy 2 Division Medical Services and Hospital Ibadan,October 2023,2.0,2.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,oy 2 Division Medical Services and Hospital Ibadan,November 2023,3.0,3.0,1.0,1.0,1,1
TB_STAT Numerator: Number of new and relapsed TB cases with documented HIV status,oy 2 Division Medical Services and Hospital Ibadan,January 2024,3.0,3.0,1.0,1.0,1,1
